airline,origin,dest,month,day_of_week,sched_dep_hour,distance,is_weekend,is_peak_hour,is_holiday_season,temperature_f,wind_speed_mph,precipitation_in,visibility_miles,origin_congestion_index,dest_congestion_index,delay_minutes,delayed
AS,ATL,MCO,6,0,18,2499,0,1,0,46.6,2.3,0.002,9.58,0.8,0.6,153,1
DL,ORD,MCO,10,2,22,2588,0,0,0,34.9,4.8,0.004,7.25,0.85,0.6,0,0
NK,ATL,JFK,9,4,5,863,0,0,0,58.4,13.5,0.012,10.0,0.8,0.9,0,0
F9,LAX,MCO,12,3,20,849,0,0,1,30.8,6.8,0.011,9.6,0.75,0.6,0,0
AA,DFW,DEN,10,3,14,594,0,0,0,68.2,14.1,0.003,6.17,0.7,0.6,0,0
B6,ORD,LAX,3,5,8,1352,1,1,0,40.2,15.5,0.19,6.94,0.85,0.75,31,1
DL,ORD,DFW,2,1,5,680,0,0,0,53.5,7.8,0.022,10.0,0.85,0.7,18,1
NK,ATL,DEN,1,1,16,992,0,1,0,51.0,9.3,0.008,7.65,0.8,0.6,0,0
B6,SFO,ORD,10,1,16,1859,0,1,0,55.5,15.3,0.128,10.0,0.8,0.85,15,1
AA,DEN,LAS,2,4,6,1354,0,0,0,31.0,16.1,0.027,9.35,0.6,0.55,0,0
AS,SFO,JFK,6,1,11,709,0,0,0,96.9,9.9,0.029,8.36,0.8,0.9,15,1
NK,MCO,JFK,3,3,5,2054,0,0,0,52.5,15.5,0.033,7.03,0.6,0.9,0,0
UA,MCO,JFK,9,1,18,1513,0,1,0,39.0,11.3,0.013,8.44,0.6,0.9,77,1
DL,ATL,DFW,5,5,15,1256,1,0,0,51.5,5.1,0.029,7.69,0.8,0.7,0,0
DL,ATL,LAX,7,1,22,1033,0,0,0,46.6,8.7,0.056,10.0,0.8,0.75,0,0
F9,DEN,ATL,3,3,15,292,0,0,0,68.6,12.4,0.021,8.7,0.6,0.8,0,0
NK,SFO,JFK,7,2,5,1504,0,0,0,67.8,12.1,0.004,6.41,0.8,0.9,0,0
B6,LAX,DEN,5,2,8,1132,0,1,0,66.8,11.7,0.126,7.53,0.75,0.6,0,0
DL,LAS,SFO,1,6,16,402,1,1,0,61.6,10.2,0.026,8.87,0.55,0.8,0,0
F9,LAX,DFW,4,2,13,2313,0,0,0,69.2,7.7,0.022,7.28,0.75,0.7,80,1
AS,LAX,DEN,4,2,22,2137,0,0,0,47.8,6.5,0.026,9.88,0.75,0.6,20,1
AA,SFO,DFW,5,1,5,900,0,0,0,77.0,9.1,0.024,9.91,0.8,0.7,197,1
AS,LAX,SEA,2,5,16,2007,1,1,0,13.4,12.0,0.03,9.13,0.75,0.5,38,1
DL,ATL,ORD,9,0,17,454,0,1,0,53.5,7.6,0.015,8.83,0.8,0.85,0,0
UA,LAS,ORD,7,0,16,398,0,1,0,38.5,18.3,0.041,5.39,0.55,0.85,138,1
NK,ORD,ATL,9,2,15,2508,0,0,0,91.5,12.3,0.01,6.45,0.85,0.8,81,1
AS,JFK,SFO,10,4,5,1749,0,0,0,37.4,17.6,0.08,10.0,0.9,0.8,44,1
WN,LAX,DEN,7,5,19,1055,1,0,0,60.5,10.3,0.001,10.0,0.75,0.6,0,0
F9,SEA,MCO,10,0,21,2034,0,0,0,96.0,11.1,0.135,9.71,0.5,0.6,0,0
F9,LAX,ORD,1,6,19,2535,1,0,0,71.4,0.0,0.015,10.0,0.75,0.85,0,0
F9,LAX,JFK,2,6,22,706,1,0,0,48.0,13.0,0.026,7.01,0.75,0.9,26,1
B6,SEA,DEN,5,4,21,290,0,0,0,69.4,10.8,0.029,7.34,0.5,0.6,0,0
AA,LAS,LAX,1,3,5,863,0,0,0,24.4,8.3,0.018,6.19,0.55,0.75,42,1
AS,DFW,LAX,10,3,22,1029,0,0,0,63.1,15.2,0.091,9.22,0.7,0.75,0,0
F9,SFO,LAX,2,2,22,1597,0,0,0,70.4,16.6,0.02,10.0,0.8,0.75,0,0
WN,ORD,JFK,7,3,17,1698,0,1,0,65.5,5.4,0.012,8.0,0.85,0.9,0,0
B6,JFK,ATL,5,3,8,669,0,1,0,14.0,3.2,0.02,6.82,0.9,0.8,48,1
UA,DFW,JFK,2,4,13,228,0,0,0,57.6,13.6,0.021,9.87,0.7,0.9,86,1
B6,JFK,DEN,4,3,6,648,0,0,0,48.7,8.8,0.014,9.28,0.9,0.6,44,1
AS,ORD,SFO,10,4,13,2407,0,0,0,51.0,8.4,0.01,10.0,0.85,0.8,0,0
AA,SFO,ATL,4,3,19,1251,0,0,0,42.8,7.0,0.017,5.56,0.8,0.8,0,0
AS,DEN,SEA,6,0,13,2264,0,0,0,76.5,9.2,0.047,5.37,0.6,0.5,0,0
B6,SEA,DFW,2,5,7,1135,1,1,0,47.2,10.6,0.065,8.41,0.5,0.7,0,0
UA,SEA,DFW,12,1,5,1237,0,0,1,52.9,14.2,0.005,6.48,0.5,0.7,0,0
WN,ATL,MCO,3,1,11,2084,0,0,0,20.3,12.4,0.009,9.59,0.8,0.6,101,1
AS,SEA,ORD,6,5,5,2380,1,0,0,61.7,15.4,0.039,7.4,0.5,0.85,0,0
WN,SFO,SEA,8,6,21,244,1,0,0,75.5,13.9,0.005,8.6,0.8,0.5,23,1
DL,DFW,SEA,4,4,5,2211,0,0,0,80.2,3.2,0.09,5.56,0.7,0.5,0,0
NK,DEN,SFO,11,5,6,1520,1,0,1,21.5,1.6,0.057,8.67,0.6,0.8,25,1
WN,SEA,LAX,11,0,15,1533,0,0,1,75.3,5.2,0.056,7.49,0.5,0.75,51,1
NK,JFK,SFO,2,2,6,723,0,0,0,47.5,14.5,0.005,8.65,0.9,0.8,63,1
NK,LAS,SEA,7,1,20,542,0,0,0,70.4,0.7,0.009,10.0,0.55,0.5,82,1
UA,ORD,ATL,8,6,12,1571,1,0,0,56.6,17.2,0.077,8.72,0.85,0.8,38,1
B6,JFK,ATL,8,3,7,2007,0,1,0,52.6,14.1,0.042,9.44,0.9,0.8,61,1
UA,DFW,SEA,1,6,17,2218,1,1,0,65.4,11.7,0.005,9.07,0.7,0.5,51,1
AS,LAS,ORD,7,6,12,529,1,0,0,66.8,15.5,0.025,10.0,0.55,0.85,0,0
F9,LAX,ATL,1,6,13,215,1,0,0,64.8,21.3,0.105,10.0,0.75,0.8,0,0
UA,LAX,JFK,7,6,18,2525,1,1,0,78.0,16.4,0.117,9.22,0.75,0.9,0,0
DL,ATL,DEN,11,4,21,252,0,0,1,48.3,14.3,0.005,10.0,0.8,0.6,0,0
F9,SFO,MCO,6,0,12,1288,0,0,0,96.6,10.7,0.012,10.0,0.8,0.6,0,0
WN,JFK,DFW,12,2,19,2549,0,0,1,39.5,13.0,0.013,5.31,0.9,0.7,85,1
DL,DFW,ATL,5,5,11,2031,1,0,0,63.0,11.0,0.008,10.0,0.7,0.8,79,1
AA,DEN,ORD,11,1,22,335,0,0,1,74.9,3.9,0.139,7.11,0.6,0.85,0,0
UA,ATL,MCO,3,6,19,610,1,0,0,59.1,18.4,0.107,9.03,0.8,0.6,0,0
AA,ATL,ORD,3,0,5,2166,0,0,0,53.6,9.2,0.009,6.6,0.8,0.85,0,0
AS,SFO,ORD,1,1,6,2025,0,0,0,65.9,12.7,0.013,9.9,0.8,0.85,0,0
NK,LAX,ORD,7,2,12,1251,0,0,0,78.6,13.1,0.022,10.0,0.75,0.85,0,0
F9,MCO,DFW,8,3,10,411,0,0,0,52.6,15.4,0.017,10.0,0.6,0.7,0,0
F9,ATL,JFK,11,1,21,2187,0,0,1,86.5,0.1,0.046,7.64,0.8,0.9,0,0
B6,LAX,JFK,7,0,20,1772,0,0,0,73.6,5.0,0.006,7.84,0.75,0.9,0,0
AA,DEN,LAX,6,6,10,1940,1,0,0,33.2,6.3,0.086,5.7,0.6,0.75,0,0
AA,DEN,MCO,12,4,6,1117,0,0,1,57.8,12.6,0.188,7.87,0.6,0.6,60,1
WN,DEN,DFW,12,5,15,2247,1,0,1,70.0,11.5,0.002,9.35,0.6,0.7,66,1
B6,LAX,DFW,8,6,12,1993,1,0,0,53.3,6.0,0.015,5.05,0.75,0.7,34,1
F9,DEN,LAS,10,4,12,1259,0,0,0,41.9,14.2,0.024,8.66,0.6,0.55,0,0
NK,DEN,JFK,4,0,19,2564,0,0,0,25.0,9.5,0.054,8.6,0.6,0.9,0,0
DL,ORD,ATL,6,3,9,1622,0,0,0,29.3,8.5,0.008,7.92,0.85,0.8,0,0
AS,DEN,MCO,11,0,9,1641,0,0,1,51.4,5.3,0.023,9.37,0.6,0.6,0,0
B6,ATL,JFK,2,1,22,657,0,0,0,51.3,15.6,0.002,8.4,0.8,0.9,0,0
UA,LAS,MCO,11,2,16,1117,0,1,1,47.7,8.3,0.192,6.4,0.55,0.6,0,0
AA,ATL,MCO,5,2,22,1447,0,0,0,56.3,8.5,0.019,8.71,0.8,0.6,150,1
DL,JFK,LAX,9,3,5,701,0,0,0,64.4,21.7,0.034,7.75,0.9,0.75,17,1
B6,MCO,LAX,2,6,6,833,1,0,0,22.6,14.3,0.022,9.61,0.6,0.75,15,1
AS,MCO,LAS,6,5,13,917,1,0,0,47.6,12.0,0.005,8.1,0.6,0.55,0,0
AS,LAS,DFW,3,4,16,524,0,1,0,85.1,7.7,0.187,8.53,0.55,0.7,0,0
NK,DFW,ATL,7,3,18,2221,0,1,0,78.1,8.8,0.259,10.0,0.7,0.8,72,1
AS,SFO,DFW,12,1,14,1791,0,0,1,94.1,2.4,0.011,9.63,0.8,0.7,0,0
NK,SEA,DFW,9,0,12,410,0,0,0,81.1,13.5,0.014,8.09,0.5,0.7,0,0
NK,LAS,ATL,9,1,19,1616,0,0,0,68.5,5.1,0.12,8.97,0.55,0.8,0,0
AS,LAX,SFO,9,2,10,383,0,0,0,41.5,17.5,0.006,9.51,0.75,0.8,0,0
UA,SEA,ORD,1,5,8,447,1,1,0,41.0,6.2,0.015,9.25,0.5,0.85,0,0
WN,LAX,DFW,9,0,19,1821,0,0,0,68.2,9.8,0.017,6.4,0.75,0.7,0,0
B6,MCO,SFO,3,6,14,1426,1,0,0,76.7,10.9,0.021,9.73,0.6,0.8,34,1
B6,DFW,ATL,1,1,20,1901,0,0,0,49.4,20.3,0.011,8.28,0.7,0.8,0,0
DL,SEA,DFW,6,4,17,454,0,1,0,72.3,11.4,0.044,9.82,0.5,0.7,0,0
F9,JFK,LAX,2,1,11,816,0,0,0,54.7,8.7,0.037,9.54,0.9,0.75,0,0
AA,MCO,DEN,10,4,13,1509,0,0,0,63.9,17.5,0.019,9.22,0.6,0.6,107,1
F9,DEN,LAS,4,2,6,938,0,0,0,39.3,13.0,0.02,9.29,0.6,0.55,0,0
DL,SFO,SEA,5,6,14,1004,1,0,0,42.2,15.9,0.009,8.64,0.8,0.5,32,1
AA,ATL,SFO,10,0,5,2571,0,0,0,43.8,13.3,0.007,9.22,0.8,0.8,66,1
UA,LAX,SEA,11,4,21,1419,0,0,1,75.2,9.2,0.107,7.48,0.75,0.5,37,1
NK,LAS,DFW,3,6,22,1221,1,0,0,62.2,8.9,0.0,5.54,0.55,0.7,0,0
DL,DFW,LAX,7,0,12,509,0,0,0,47.6,6.8,0.004,10.0,0.7,0.75,45,1
AS,MCO,SEA,4,6,22,794,1,0,0,20.8,7.7,0.005,10.0,0.6,0.5,0,0
NK,LAX,DFW,5,0,16,539,0,1,0,27.9,20.4,0.061,7.0,0.75,0.7,36,1
NK,LAX,LAS,6,3,15,1003,0,0,0,52.6,8.3,0.029,9.73,0.75,0.55,0,0
AS,LAS,ORD,10,2,16,1064,0,1,0,36.7,15.5,0.019,7.91,0.55,0.85,0,0
DL,ORD,LAS,6,2,12,1390,0,0,0,55.8,16.0,0.117,8.75,0.85,0.55,0,0
AS,SFO,ORD,7,0,10,1171,0,0,0,61.9,13.0,0.018,9.48,0.8,0.85,0,0
WN,ORD,JFK,9,6,20,2032,1,0,0,51.7,14.0,0.016,6.8,0.85,0.9,15,1
NK,DEN,ORD,4,0,15,2390,0,0,0,91.4,4.5,0.149,7.71,0.6,0.85,50,1
DL,LAX,SFO,8,5,18,2082,1,1,0,66.1,1.0,0.014,10.0,0.75,0.8,0,0
AA,MCO,LAX,8,4,14,2475,0,0,0,80.0,8.7,0.045,6.9,0.6,0.75,50,1
AA,ORD,SFO,3,0,5,1103,0,0,0,53.9,9.5,0.017,9.83,0.85,0.8,62,1
NK,DEN,JFK,2,0,10,372,0,0,0,63.6,10.1,0.107,10.0,0.6,0.9,0,0
NK,ATL,DEN,8,0,6,2015,0,0,0,30.7,7.9,0.01,10.0,0.8,0.6,0,0
B6,LAS,JFK,8,0,14,2312,0,0,0,32.9,5.9,0.037,10.0,0.55,0.9,0,0
WN,DEN,ATL,3,2,16,878,0,1,0,52.9,13.1,0.097,7.64,0.6,0.8,0,0
WN,DFW,JFK,2,1,18,2599,0,1,0,69.1,20.3,0.014,10.0,0.7,0.9,78,1
F9,JFK,ATL,9,4,18,328,0,1,0,9.0,11.9,0.009,9.14,0.9,0.8,23,1
AS,SEA,DFW,4,5,21,2560,1,0,0,54.9,18.6,0.023,6.82,0.5,0.7,56,1
F9,DEN,LAS,3,4,10,2428,0,0,0,51.9,5.4,0.062,8.86,0.6,0.55,0,0
AS,JFK,DFW,12,5,11,250,1,0,1,53.4,25.8,0.076,8.49,0.9,0.7,0,0
AA,DFW,LAX,8,2,21,1481,0,0,0,68.9,11.8,0.09,8.35,0.7,0.75,0,0
B6,ORD,SEA,10,5,21,456,1,0,0,77.7,7.5,0.005,8.35,0.85,0.5,0,0
AA,ORD,DFW,12,0,13,1935,0,0,1,44.6,12.4,0.145,7.09,0.85,0.7,73,1
UA,MCO,LAX,2,3,16,2567,0,1,0,24.8,16.2,0.088,9.5,0.6,0.75,0,0
B6,DFW,LAX,9,4,9,1016,0,0,0,66.5,9.5,0.053,10.0,0.7,0.75,0,0
AA,SEA,ATL,9,5,7,2262,1,1,0,43.3,16.9,0.012,8.12,0.5,0.8,15,1
F9,DFW,MCO,5,6,18,528,1,1,0,100.2,15.4,0.046,7.78,0.7,0.6,0,0
F9,ORD,SFO,5,0,17,2250,0,1,0,62.6,2.8,0.054,7.97,0.85,0.8,57,1
AA,LAX,SEA,1,3,5,459,0,0,0,44.6,6.6,0.011,9.13,0.75,0.5,0,0
NK,SEA,ORD,5,0,21,697,0,0,0,83.4,4.2,0.119,6.63,0.5,0.85,62,1
AS,JFK,SEA,1,3,21,385,0,0,0,23.0,10.8,0.002,8.86,0.9,0.5,0,0
B6,JFK,ATL,5,2,15,200,0,0,0,66.6,10.4,0.109,7.68,0.9,0.8,0,0
AS,ATL,LAS,7,1,10,203,0,0,0,74.6,17.5,0.024,10.0,0.8,0.55,0,0
B6,DFW,SEA,12,2,22,1223,0,0,1,33.9,22.5,0.086,9.12,0.7,0.5,0,0
B6,SEA,LAX,5,2,10,2419,0,0,0,46.8,9.9,0.001,10.0,0.5,0.75,0,0
AS,DEN,JFK,2,1,6,1289,0,0,0,53.5,21.2,0.088,8.97,0.6,0.9,0,0
NK,JFK,SEA,11,3,19,1885,0,0,1,63.0,8.0,0.183,7.87,0.9,0.5,0,0
AS,ORD,DFW,7,0,19,1535,0,0,0,74.1,5.1,0.051,8.28,0.85,0.7,0,0
UA,SFO,DEN,10,6,20,1430,1,0,0,90.5,11.2,0.018,4.29,0.8,0.6,28,1
AA,ATL,LAS,9,3,20,625,0,0,0,51.0,9.3,0.06,9.93,0.8,0.55,0,0
NK,ORD,DEN,4,0,8,679,0,1,0,60.4,6.8,0.154,9.32,0.85,0.6,0,0
AS,MCO,LAX,9,1,7,2456,0,1,0,34.3,7.9,0.007,10.0,0.6,0.75,23,1
AS,MCO,DEN,7,5,18,1505,1,1,0,58.5,7.5,0.063,8.33,0.6,0.6,72,1
F9,MCO,DFW,4,1,14,395,0,0,0,37.4,1.4,0.003,10.0,0.6,0.7,0,0
NK,MCO,ATL,12,5,11,1430,1,0,1,58.9,9.5,0.001,8.06,0.6,0.8,23,1
NK,DEN,ATL,8,4,5,2155,0,0,0,51.6,7.6,0.043,3.3,0.6,0.8,42,1
F9,MCO,SEA,2,3,22,1531,0,0,0,38.1,21.1,0.085,7.43,0.6,0.5,92,1
F9,LAS,ORD,8,2,11,480,0,0,0,51.6,15.1,0.016,10.0,0.55,0.85,0,0
DL,LAS,DEN,8,0,21,306,0,0,0,66.3,7.7,0.005,7.39,0.55,0.6,0,0
F9,ORD,SFO,2,6,8,2571,1,1,0,81.2,23.1,0.002,10.0,0.85,0.8,100,1
NK,MCO,SFO,2,1,21,419,0,0,0,41.5,19.0,0.002,10.0,0.6,0.8,113,1
NK,LAS,MCO,3,3,20,999,0,0,0,53.6,3.7,0.053,6.72,0.55,0.6,0,0
B6,LAX,SFO,6,2,5,1547,0,0,0,58.1,7.7,0.007,8.77,0.75,0.8,0,0
AS,ORD,LAX,4,5,12,1696,1,0,0,36.7,2.8,0.004,8.63,0.85,0.75,0,0
AS,MCO,LAX,5,3,22,625,0,0,0,85.7,5.0,0.071,8.27,0.6,0.75,0,0
AS,LAS,LAX,7,5,16,1685,1,1,0,39.9,12.5,0.035,9.32,0.55,0.75,0,0
F9,DFW,ORD,9,2,22,231,0,0,0,65.8,14.1,0.051,8.82,0.7,0.85,0,0
WN,DFW,ORD,5,5,22,699,1,0,0,89.5,6.9,0.015,7.08,0.7,0.85,0,0
B6,LAS,SFO,9,0,15,859,0,0,0,77.5,9.8,0.033,7.95,0.55,0.8,0,0
B6,LAX,DEN,3,2,17,1454,0,1,0,67.9,15.0,0.028,5.71,0.75,0.6,0,0
NK,ATL,LAS,5,3,17,259,0,1,0,66.2,15.8,0.013,10.0,0.8,0.55,0,0
AS,SEA,LAS,7,5,18,1874,1,1,0,21.3,13.7,0.058,9.83,0.5,0.55,0,0
UA,DEN,ORD,3,5,17,583,1,1,0,25.2,10.2,0.004,7.19,0.6,0.85,138,1
AS,JFK,ORD,7,6,17,1418,1,1,0,76.5,10.1,0.038,8.93,0.9,0.85,0,0
AS,JFK,MCO,7,3,5,2113,0,0,0,59.7,6.3,0.032,9.09,0.9,0.6,31,1
AS,DEN,DFW,2,4,5,591,0,0,0,66.8,9.2,0.059,9.22,0.6,0.7,0,0
UA,DEN,LAS,7,2,11,2166,0,0,0,66.8,11.9,0.028,10.0,0.6,0.55,0,0
NK,SEA,LAS,6,5,10,913,1,0,0,34.4,20.8,0.019,8.25,0.5,0.55,0,0
DL,DEN,ORD,8,2,13,1398,0,0,0,45.4,10.0,0.062,9.08,0.6,0.85,0,0
WN,LAS,SEA,12,5,15,1238,1,0,1,49.7,10.4,0.003,10.0,0.55,0.5,0,0
NK,DFW,ORD,8,2,20,1605,0,0,0,36.6,6.1,0.025,7.79,0.7,0.85,40,1
B6,MCO,SFO,4,1,18,1693,0,1,0,80.1,11.6,0.021,8.56,0.6,0.8,0,0
F9,SFO,DFW,3,3,19,1888,0,0,0,43.0,0.0,0.021,10.0,0.8,0.7,47,1
WN,MCO,DFW,4,1,8,903,0,1,0,70.6,21.3,0.02,7.37,0.6,0.7,88,1
AS,SFO,ATL,12,0,12,626,0,0,1,48.8,7.4,0.141,9.43,0.8,0.8,0,0
UA,DEN,SEA,5,4,10,2016,0,0,0,53.0,9.0,0.043,9.4,0.6,0.5,0,0
AA,MCO,LAX,8,2,12,1852,0,0,0,77.0,11.6,0.012,8.9,0.6,0.75,0,0
WN,ORD,LAX,3,4,15,1373,0,0,0,63.6,12.4,0.045,9.97,0.85,0.75,0,0
AA,LAX,SEA,10,0,12,2298,0,0,0,82.6,4.3,0.07,10.0,0.75,0.5,35,1
WN,LAX,ORD,2,4,12,612,0,0,0,58.3,7.0,0.019,7.01,0.75,0.85,0,0
AS,SEA,SFO,1,5,21,1179,1,0,0,38.4,18.7,0.009,10.0,0.5,0.8,0,0
NK,LAS,DFW,6,6,6,1158,1,0,0,50.2,0.3,0.032,8.65,0.55,0.7,0,0
DL,JFK,DEN,1,6,5,1457,1,0,0,73.8,7.5,0.061,10.0,0.9,0.6,0,0
AS,MCO,ORD,6,0,16,551,0,1,0,75.6,13.1,0.036,10.0,0.6,0.85,0,0
DL,ATL,JFK,5,4,5,1533,0,0,0,97.3,8.9,0.018,9.04,0.8,0.9,0,0
NK,SEA,MCO,12,5,19,775,1,0,1,70.0,5.6,0.016,7.61,0.5,0.6,15,1
WN,DEN,ATL,9,1,22,2024,0,0,0,47.3,8.0,0.091,6.8,0.6,0.8,100,1
F9,DFW,SEA,9,2,16,1573,0,1,0,34.1,7.4,0.002,8.03,0.7,0.5,0,0
DL,SEA,ORD,4,1,11,698,0,0,0,57.4,6.9,0.005,8.55,0.5,0.85,0,0
B6,LAS,ATL,6,5,22,1136,1,0,0,26.8,10.3,0.02,10.0,0.55,0.8,47,1
AS,JFK,LAS,7,0,16,1784,0,1,0,44.4,11.5,0.089,7.27,0.9,0.55,50,1
B6,SEA,JFK,12,5,7,1070,1,1,1,30.7,10.9,0.012,8.1,0.5,0.9,78,1
AA,MCO,SEA,7,2,9,1117,0,0,0,85.7,11.7,0.005,9.26,0.6,0.5,0,0
AS,SEA,LAX,5,0,15,2069,0,0,0,69.8,7.2,0.009,8.73,0.5,0.75,0,0
B6,LAX,LAS,6,0,20,588,0,0,0,54.0,10.6,0.005,10.0,0.75,0.55,0,0
DL,DFW,SFO,3,2,6,1614,0,0,0,94.1,11.8,0.114,8.46,0.7,0.8,53,1
NK,DFW,MCO,9,0,22,1275,0,0,0,38.5,6.0,0.032,9.65,0.7,0.6,0,0
AA,LAS,SEA,6,3,7,1985,0,1,0,64.6,10.6,0.05,10.0,0.55,0.5,99,1
AA,SEA,LAS,2,6,13,1787,1,0,0,27.2,8.5,0.095,7.18,0.5,0.55,105,1
NK,ATL,JFK,3,4,13,708,0,0,0,60.1,6.0,0.02,8.64,0.8,0.9,0,0
DL,DEN,ATL,10,0,8,2051,0,1,0,68.3,7.3,0.061,8.2,0.6,0.8,0,0
AS,ORD,JFK,2,0,15,2420,0,0,0,62.8,8.2,0.081,10.0,0.85,0.9,0,0
NK,SEA,DFW,11,0,14,2180,0,0,1,66.1,6.2,0.034,7.3,0.5,0.7,0,0
F9,JFK,ORD,10,6,15,2459,1,0,0,61.4,14.8,0.058,10.0,0.9,0.85,25,1
B6,DFW,SEA,8,4,5,1311,0,0,0,45.3,8.4,0.089,5.82,0.7,0.5,0,0
WN,DFW,SEA,5,3,22,2215,0,0,0,53.9,8.7,0.031,10.0,0.7,0.5,0,0
AS,LAX,DEN,2,5,11,1073,1,0,0,48.9,17.3,0.037,10.0,0.75,0.6,0,0
B6,ATL,MCO,4,2,19,1889,0,0,0,37.2,15.9,0.013,6.32,0.8,0.6,82,1
UA,SFO,DEN,4,6,10,2585,1,0,0,74.8,12.3,0.066,9.88,0.8,0.6,0,0
WN,JFK,MCO,8,5,6,1455,1,0,0,70.8,12.9,0.123,7.03,0.9,0.6,0,0
F9,DEN,SEA,5,2,17,1873,0,1,0,53.7,12.7,0.027,7.75,0.6,0.5,0,0
B6,LAX,DFW,4,3,11,956,0,0,0,69.6,23.1,0.01,7.86,0.75,0.7,79,1
F9,ATL,MCO,10,6,12,977,1,0,0,40.2,16.9,0.123,6.62,0.8,0.6,0,0
B6,LAS,DEN,3,5,14,1268,1,0,0,78.7,4.8,0.055,8.71,0.55,0.6,0,0
F9,JFK,MCO,10,5,10,1977,1,0,0,60.1,10.0,0.078,7.61,0.9,0.6,0,0
AS,JFK,ATL,11,2,22,2008,0,0,1,71.2,6.8,0.052,8.21,0.9,0.8,0,0
AS,ATL,SFO,3,2,5,525,0,0,0,49.5,11.3,0.002,6.58,0.8,0.8,0,0
WN,DEN,SFO,5,6,8,419,1,1,0,35.2,5.3,0.001,7.13,0.6,0.8,0,0
AS,JFK,LAX,10,4,15,2454,0,0,0,98.0,19.5,0.065,10.0,0.9,0.75,68,1
WN,LAX,SFO,4,1,18,687,0,1,0,45.5,10.0,0.007,8.02,0.75,0.8,19,1
AS,SFO,LAX,1,6,19,2519,1,0,0,18.6,15.8,0.134,7.85,0.8,0.75,207,1
AA,ORD,LAS,11,5,17,943,1,1,1,86.1,12.2,0.034,10.0,0.85,0.55,48,1
AS,JFK,SEA,1,6,9,569,1,0,0,57.9,0.0,0.003,10.0,0.9,0.5,43,1
AA,ORD,LAS,5,3,11,2091,0,0,0,67.1,0.0,0.016,10.0,0.85,0.55,0,0
B6,ORD,LAS,1,1,8,1871,0,1,0,68.8,14.1,0.11,5.99,0.85,0.55,103,1
AA,SFO,LAX,5,5,18,1196,1,1,0,42.2,1.4,0.051,10.0,0.8,0.75,0,0
AA,DEN,SEA,5,6,8,212,1,1,0,48.1,17.3,0.044,8.43,0.6,0.5,61,1
AA,LAS,DFW,1,1,9,591,0,0,0,80.8,14.2,0.005,9.69,0.55,0.7,0,0
UA,ORD,MCO,12,3,17,2360,0,1,1,54.3,21.2,0.031,8.46,0.85,0.6,34,1
WN,DEN,DFW,8,4,9,942,0,0,0,80.3,0.0,0.108,9.0,0.6,0.7,0,0
NK,DFW,MCO,5,4,14,1386,0,0,0,39.8,17.8,0.013,8.47,0.7,0.6,0,0
WN,DEN,LAX,1,3,22,553,0,0,0,44.0,14.7,0.01,9.34,0.6,0.75,15,1
AA,MCO,JFK,1,6,18,1456,1,1,0,56.2,11.4,0.008,8.68,0.6,0.9,0,0
AS,DEN,MCO,9,2,10,802,0,0,0,77.6,5.3,0.014,9.63,0.6,0.6,0,0
B6,ORD,SEA,12,4,5,660,0,0,1,45.6,16.8,0.018,7.49,0.85,0.5,16,1
WN,ATL,LAX,8,5,14,633,1,0,0,54.1,8.0,0.024,4.15,0.8,0.75,0,0
F9,DFW,ATL,1,2,8,2408,0,1,0,67.6,10.8,0.002,8.08,0.7,0.8,0,0
WN,LAS,ORD,4,1,12,545,0,0,0,38.1,5.8,0.001,10.0,0.55,0.85,0,0
DL,LAX,SEA,8,6,12,1459,1,0,0,72.4,12.8,0.017,9.58,0.75,0.5,0,0
AS,DEN,LAX,2,6,16,539,1,1,0,78.5,14.4,0.014,10.0,0.6,0.75,110,1
AS,JFK,LAX,11,2,20,1753,0,0,1,35.8,14.5,0.048,9.94,0.9,0.75,93,1
F9,MCO,SEA,3,5,11,1956,1,0,0,32.4,9.4,0.156,10.0,0.6,0.5,40,1
AA,MCO,JFK,5,3,5,2057,0,0,0,55.4,5.8,0.005,9.86,0.6,0.9,0,0
AA,SFO,SEA,8,1,16,2459,0,1,0,55.3,9.3,0.001,8.21,0.8,0.5,0,0
DL,MCO,LAS,3,6,5,506,1,0,0,64.3,14.6,0.001,10.0,0.6,0.55,0,0
WN,SEA,MCO,9,3,7,1720,0,1,0,45.4,8.3,0.004,6.11,0.5,0.6,0,0
AA,ORD,LAS,4,6,18,1734,1,1,0,68.0,5.5,0.022,7.2,0.85,0.55,121,1
DL,DEN,ATL,2,4,20,620,0,0,0,32.4,16.3,0.076,9.43,0.6,0.8,0,0
F9,ATL,SFO,6,4,16,1976,0,1,0,89.3,14.1,0.033,7.27,0.8,0.8,77,1
B6,LAX,MCO,7,3,14,290,0,0,0,52.3,18.9,0.075,10.0,0.75,0.6,0,0
AA,SEA,SFO,7,5,16,319,1,1,0,55.6,17.9,0.015,10.0,0.5,0.8,16,1
B6,SFO,LAS,8,4,16,1881,0,1,0,70.8,4.9,0.103,9.33,0.8,0.55,0,0
F9,DEN,LAX,6,0,19,2454,0,0,0,62.1,6.3,0.007,9.57,0.6,0.75,0,0
DL,JFK,LAS,5,3,16,696,0,1,0,72.5,6.8,0.021,8.35,0.9,0.55,15,1
NK,DEN,MCO,7,0,5,1597,0,0,0,56.8,7.9,0.016,10.0,0.6,0.6,0,0
AS,LAS,DFW,12,0,17,2495,0,1,1,42.8,4.6,0.107,9.48,0.55,0.7,120,1
